OBJECTID,Name,Operator,Owner,Address,Is 24 Hours,Car Park Count,Has Carpark Cost,Max Time Limit,Has Tourist Attraction,Latitude,Longitude,Current Type,Date First Operational,Number Of Connectors,Connectors List,Has Charging Cost,GlobalID,x,y
175681,bp charge Melling,BP,bp charge,"17 Melling Road, Hutt Central, Lower Hutt 5010",True,2,False,Unlimited,False,-41.2046426,174.9115383,DC,3/24/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,4aa2a200-d845-4f7a-9116-f72ded62b6e6,1760269.02304977,5436763.74437499
175682,bp charge Millwater,BP,bp charge,"219-225 WAINUI ROAD, Millwater, Auckland",True,4,False,Unlimited,False,-36.605708,174.662124,DC,10/31/2022 12:00:00 AM,4,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,db98ddd2-ee97-48f6-9ffd-c4e4249c92bb,1748655.44812155,5947580.30049337
175683,bp charge Newmarket,BP,bp charge,"433 Khyber Pass Road Newmarket, Auckland 1023, ",True,2,False,Unlimited,False,-36.867260191935,174.775145976721,DC,4/7/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,95202b56-0694-4fa6-9eea-f08fe8c49fa5,1758226.79931122,5918381.88132183
175684,bp charge Pacific,BP,bp charge,"Cnr Great South Road & Kerrs Road Manukau City Centre, Auckland 2104, ",True,2,False,Unlimited,False,-37.0015500615198,174.888327705978,DC,2/24/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,436d5620-d8f3-483c-bd3b-c27e7ad2bc69,1768021.02415336,5903288.97715822
175685,bp charge QEII,BP,bp charge,"Cnr Travis Road & Bower Avenue, Christchurch",True,2,False,Unlimited,False,-43.49535608,172.7106759,DC,12/13/2022 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,71b78b78-380b-4cbc-93a9-15d6e48db3db,1576607.98961387,5184133.71196897
175686,bp charge Rangiora,BP,bp charge,"647 Lineside Road Rangiora, Canterbury 7400, ",True,2,False,Unlimited,False,-43.3268465873433,172.599693330024,DC,3/3/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,41dd6447-a8cc-40e5-b3ad-a8e889d623c8,1567545.12595402,5202810.61140502
175687,bp charge Ravenswood,BP,bp charge,"Corner Bob Robertson & Kesteven Place, Ravenswood , Canterbury 7691",True,2,False,Unlimited,False,-43.3078909717068,172.672449045217,DC,5/4/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,e3a12b3a-4bb2-4694-b7ba-49af6a5768eb,1573435.54554805,5204941.42822163
175688,bp charge Richmond,BP,bp charge,"177 Queen Street, Richmond, 7020, Nelson",True,4,False,Unlimited,False,-41.3423799977907,173.187826384061,DC,3/30/2023 12:00:00 AM,4,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 75 kW, CHAdeMO, Status: Operative, Count:2}",True,e4ff749b-02cb-4cc7-a6bc-ce32b228a878,1615714.46517775,5423217.36305533
175689,bp charge Rolleston,BP,bp charge,"1705 Main South Road Rolleston, Canterbury 8042, ",True,2,False,Unlimited,False,-43.59052944,172.3803253,DC,11/29/2022 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,208c3c3b-e1ab-4d9a-a36c-eb1175321ea1,1549977.67884494,5173417.99990069
175690,bp charge Rosedale,BP,bp charge,"94 Apollo Drive, Albany, Auckland",True,2,False,Unlimited,False,-36.7353750344473,174.726298801188,DC,3/30/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,fd1d63ca-e4fe-4802-9414-68e69373f443,1754136.62099348,5933093.58292859
175691,bp charge Russley Road,BP,bp charge,"661 Russley Road, Harewood Christchurch, Canterbury 8051,",True,2,False,Unlimited,False,-43.4795963705187,172.555243931877,DC,5/29/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,dfc4bc1d-bc8d-499d-9812-6ed984916109,1564031.86923765,5185828.54250444
175692,bp charge Taihape,BP,bp charge,"80/88 Hautapu Street, Taihape 4720",True,2,False,Unlimited,False,-39.678991013642,175.80051646938,DC,3/29/2023 12:00:00 AM,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:2}",True,6b79595d-7dd8-4e8f-a245-f9b89f5745f9,1840184.72721055,5604121.15810463
175693,bp charge Takanini,BP,bp charge,"102 Great South Road Takanini, Auckland 2112, ",True,2,False,Unlimited,False,-37.0387406,174.9137961,DC,11/30/2022 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,710de021-5619-4379-80d6-f3f3abcebe2d,1770204.38612845,5899117.38344029
175694,bp charge Tawa,BP,bp charge,"100 Main Road, Tawa, Wellington 5028",True,2,False,Unlimited,False,-41.1757389615857,174.82604550311,DC,3/24/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,2d13d2c8-73ce-49e7-8cef-1e7f925f9a25,1753168.09498677,5440126.72237428
175695,bp charge Timaru,BP,bp charge,"193 Evans Street Waimataitai, Canterbury 7910, ",True,2,False,Unlimited,False,-44.3742545958034,171.242512644249,DC,3/24/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,80037882-565a-4995-b093-dfb377efa0ff,1459983.23709063,5085056.12864881
175696,bp charge Tirau,BP,bp charge,"58-70 Main Road, State Highway 1, Tirau, Wellington 3410",True,2,False,Unlimited,False,-37.9767127046834,175.755030380934,DC,2/10/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,eba94f38-c1e6-47c3-95a3-85b1c556b02c,1841983.62451526,5793187.2489798
175697,bp charge Tristram Street,BP,bp charge,"100 Tristram Street, Hamilton Central, Hamilton 3204 ",True,2,False,Unlimited,False,-37.7912448959559,175.280278770534,DC,6/6/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,c8c582f6-9039-4c68-b650-b81711c64ea6,1800781.89335295,5814897.32374559
175698,bp charge Wairakei,BP,bp charge,"655 Thermal Explorer Highway, Wairakei, Waikato 3384",True,4,False,Unlimited,False,-38.6260299384104,76.0884023023773,DC,7/20/2023 12:00:00 AM,4,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,6acf615a-317a-4733-b1cd-5afcdae5d1fe,-1773630.03872064,17529077.8064149
175699,bp charge Whitiora,BP,bp charge,"54 Ulster St, Whitiora, Hamilton New Zealand",True,2,False,Unlimited,False,-37.7785978037862,175.274825743655,DC,4/27/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,d00497d8-6ba0-4791-b4eb-f3d3a8f863aa,1800335.84139189,5816312.475228
175700,bp charge Glendene,BP,bp charge,"Norcross Avenue Glendene Auckland, Auckland 0610, New Zealand",True,2,False,Unlimited,False,-36.8854983044075,174.644305341208,DC,10/25/2023 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,8141beb2-0e07-446e-8a5c-1f68c55a9976,1746528.58378745,5916567.34813114
175701,Hobson Street Substation,Vector,Vector,"21 Hobson St,Auckland,1010",True,2,False,120,False,-36.84537,174.762623,DC,2/6/2016 12:00:00 AM,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",False,b2e66d90-d68f-4977-bc5b-7051d4a3c2c5,1757155.29765124,5920831.18178215
175702,Kumeu New World,Vector,Vector,"120 State Highway,Auckland,Kumeu,0810",True,2,False,120,False,-36.7748732793906,174.554016839117,DC,2/6/2016 12:00:00 AM,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",False,8207001b-89d7-4b3d-b861-f59ba5a35e60,1738681.74336182,5928975.10479108
175703,BP Connect Warkworth,Vector,Vector,"67 Auckland Road,Auckland,Warkworth,0910",True,1,False,120,False,-36.4081402,174.6598009,DC,2/6/2016 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",False,0e813fda-3fd8-48ff-bf9a-d4221f641c80,1748825.50157966,5969501.62259138
175704,Newmarket Substation,Vector,Vector,"Cnr Seccombes & Gillies Ave,Newmarket,Auckland,1023",True,3,False,120,False,-36.869245,174.774923,DC,2/6/2016 12:00:00 AM,8,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,3a0a26cd-55fb-48a9-80b6-ec387e9613a8,1758202.82846413,5918162.04471164
175705,Auckland Hospital Wilsons Car park ,Vector,Vector,"2 Park Road,Grafton,Auckland,Auckland,1023",True,1,False,120,False,-36.86127,174.770617,DC,2/6/2016 12:00:00 AM,2,"{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:2}",False,cbd7d423-b3c9-44b3-acfd-344513958bfe,1757835.39973874,5919053.96462553
175706,McDonalds Greenlane,Vector,Vector,"356/320 Great South Rd,Greenlane,Auckland,1051",True,2,False,120,False,-36.890082,174.794549,DC,2/6/2016 12:00:00 AM,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:2}",False,284a364d-8f26-40c3-a6ca-6e7f9a09a52f,1759908.82973861,5915817.54822166
175707,Vodafone Events Centre,Vector,Vector,"770 Great South Road,Wiri,Manukau",True,1,False,120,False,-36.998846,174.88685,DC,2/6/2016 12:00:00 AM,2,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,d534f311-829c-4038-b9a7-6c2d8539a30b,1767895.47466088,5903591.60094748
175708,Piha Cafe ,Vector,Vector,"20 Seaview Road,Auckland,Piha,0772",True,1,False,120,False,-36.953491,174.472725,DC,2/6/2016 12:00:00 AM,1,"{DC, 3 kW, Type 2 Socketed, Status: Unknown, Count:1}",False,558ff676-d2cd-4183-83db-b0ca779407dc,1731121.08658,5909273.8130535
175709,Northwest Shopping Centre,Vector,Vector,"1/7 Fred Taylor Drive,Massey,Auckland",True,1,False,120,False,-36.81828,174.612684,DC,2/6/2016 12:00:00 AM,2,"{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:2}",False,3ec6f949-b64b-4074-ac17-c5acbadf851a,1743836.4280494,5924072.83212677
175710,McDonalds Constellation Drive,Vector,Vector,"14-16 Constellation Drive,Rosedale,Auckland,Auckland,0632",True,2,False,120,False,-36.7466454,174.7350108,DC,2/6/2016 12:00:00 AM,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",False,a7855d6d-3489-4ce2-bfd1-067ec43ad1ff,1754891.90353218,5931829.15574699
175711,Britomart Carpark,Vector,Vector,"88 Quay Street,Auckland",True,2,False,120,False,-36.844878,174.77181,DC,2/6/2016 12:00:00 AM,3,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:2},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,25d4d61c-3727-45ed-818f-b9247338fdd0,1757975.49602358,5920870.6106636
175712,Vector,Vector,Vector,"101 Carlton Gore Road,Newmarket,Auckland",True,3,False,120,False,-36.8652,174.773632,DC,2/6/2016 12:00:00 AM,3,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:2},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,ab50d6bf-5806-4e75-8f83-9903cf1a6391,1758096.08584862,5918612.95930074
175713,Auckland War Memorial Museum,Vector,Vector,"32 Museum Circuit,Parnell,Auckland,Auckland,1010",True,1,False,120,False,-36.8612744768493,174.777330052779,DC,2/6/2016 12:00:00 AM,2,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,d1a93c01-11cd-40f2-bb92-235b3830794d,1758433.85606428,5919042.34888833
175714,Takanini Village,Vector,Vector,"30 Walters Road,Takanini,Auckland,2112",True,1,False,120,False,-37.048889,174.932611,DC,2/6/2016 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",False,653b199c-7aaa-4cd8-97a2-a170d9c2530c,1771854.98446651,5897957.55419305
175715,Kings Plant Barn,Vector,Vector,"17 Hibiscus Coast Highway,Silverdale,0993",True,2,False,120,False,-36.622275,174.6705,DC,2/6/2016 12:00:00 AM,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",False,c9cf48a1-f975-447d-a1d4-ca872d2a1fce,1749372.66525616,5945729.36524689
175716,Auckland Airport Shopping Centre,Vector,Vector,"Cnr George Bolt Memorial Drive & John Goulter Drive,Auckland Airport,Auckland,2022",True,2,False,120,False,-36.997828,174.787725,DC,2/6/2016 12:00:00 AM,6,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 50 kW, CHAdeMO, Status: Operative, Count:3}",False,92652c84-d6aa-4f29-9f49-6494b7fe25e0,1759076.44814659,5903874.83317567
175717,Hobson Street Substation,Vector,Vector,"21 Hobson St,Auckland,1010",True,2,False,120,False,-36.84537,174.762623,DC,2/6/2016 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",False,dbfdfa2e-7ecf-4bd6-b3cb-67c98d8d1470,1757155.29765124,5920831.18178215
175718,Newmarket Substation,Vector,Vector,"Cnr Seccombes & Gillies Ave,Newmarket,Auckland,1023",True,3,False,120,False,-36.869245,174.774923,Mixed,,8,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 7 kW, Type 1 Tethered, Status: Operative, Count:1},{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1},{AC, 7 kW, Type 2 Tethered, Status: Operative, Count:1}",False,77350193-3cbe-4cc6-8f52-126b0a177119,1758202.82846413,5918162.04471164
175719,BP Connect Pakuranga,Vector,Vector,"322 Pakuranga Rd,Pakuranga Heights,Auckland,2010",True,2,False,120,False,-36.902296,174.896278,DC,2/6/2016 12:00:00 AM,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",False,e11dd7a6-a1a8-469d-a5cd-8e010ceb1ef6,1768947.67813801,5914287.08330046
175720,Paeratea,Counties Energy,Counties Energy,"16 Jonah Lomu Drive, Paerata, Auckland, 2676, NZL",True,1,False,Unlimited,False,-37.1447273382517,174.888101033285,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 1 CCS, Status: Operative, Count:1}",True,fb2e221c-8f7b-4b2f-afae-6952dc6bdb12,1767685.16004918,5887403.68236931
175721,Pukehoke,Counties Energy,Counties Energy,"7 Seddon Lane, Pukekohe, Auckland, 2120, NZL",True,1,False,Unlimited,False,-37.199815223353,174.901815745298,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 1 CCS, Status: Operative, Count:1}",True,1a6da87e-0562-464b-bf88-c9db084a6146,1768780.67766154,5881267.17311754
175722,Waiuku,Counties Energy,Counties Energy,"3 Kitchener Road, Waiuku, 2123, NZL",True,1,False,Unlimited,False,-37.2497134458134,174.731350370103,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 1 CCS, Status: Operative, Count:1}",True,9d18db20-e979-40be-9ac5-6564109e4bc7,1753549.82037399,5876021.02398088
175723,Pokeno,Counties Energy,Counties Energy,"Market Street, Pokeno, Auckland, 2471, NZL",True,1,False,Unlimited,False,-37.2455463493829,175.021036122003,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 1 CCS, Status: Operative, Count:1}",True,849db904-50b7-4987-ac52-f8b6777913e2,1779253.98359907,5875973.92738551
175724,Waitiki Landing,ChargeNet NZ,ChargeNet NZ,"9048 Far North Road, Waitiki Landing 0484, NZ",True,1,False,Unlimited,False,-34.517702,172.840523,DC,9/28/2019 12:00:00 AM,4,"{DC, 50 kW, CHAdeMO, Status: Unknown, Count:1},{DC, 50 kW, Type 2 CCS, Status: Unknown, Count:1},{DC, 25 kW, CHAdeMO, Status: Unknown, Count:1},{DC, 25 kW, Type 2 CCS, Status: Unknown, Count:1}",True,ab31975c-fa78-4f70-ba24-5ba7b2890ab8,1585362.5823263,6180428.28247361
175725,Houhora,ChargeNet NZ,ChargeNet NZ,"4126 Far N Rd, Pukenui 0484, New Zealand",True,1,False,Unlimited,False,-34.819858,173.124679,DC,10/26/2018 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Unknown, Count:1},{DC, 25 kW, Type 2 CCS, Status: Unknown, Count:1}",True,f92af9c1-b126-49f5-94bd-6232c80149f5,1611402.04588023,6146926.61809152
175726,Coopers Beach,ChargeNet NZ,ChargeNet NZ,"9 Coopers Dr, Coopers Beach 0420, NZ",True,1,False,Unlimited,False,-34.992067,173.509309,DC,11/22/2018 12:00:00 AM,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,8cdd27cb-8e64-4e0a-9f34-218f9709ef33,1646479.98519186,6127718.20494932
175727,Kaitaia,ChargeNet NZ,The Warehouse Ltd,"2 North Park Drv, Kaitaia 0410, NZ",True,1,False,Unlimited,False,-35.097925,173.26045,DC,4/8/2021 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",False,4ff9d912-8665-4cd7-831b-ba8457974342,1623738.17242373,6116066.31552887
175728,Kaitaia,ChargeNet NZ,ChargeNet NZ,"111 North Rd, Kaitaia 0482, NZ",True,1,False,Unlimited,False,-35.099027,173.259314,DC,1/8/2019 12:00:00 AM,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Unknown, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,7776e362-42fe-432c-986d-c7833a4ddaa5,1623634.31579886,6115944.37553063
175729,Kaitaia,ChargeNet NZ,ChargeNet NZ,"Corner of SH 1 and Mathews Ave, Kaitaia 0410, New Zealand",True,1,False,Unlimited,False,-35.118102,173.268864,DC,3/8/2018 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,1bbfac98-81b2-4a2d-8ae1-b3e7ca69270f,1624499.01196342,6113826.67784477
175730,Waipapa,ChargeNet NZ,ChargeNet NZ,"37 Klinac Laned, Waipapa 0295, NZ",True,1,False,Unlimited,False,-35.210342,173.918288,DC,1/16/2019 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,50b62db1-29bc-44f9-b37c-3ba8636db5c1,1683581.51126097,6103244.19720981
175731,Waipapa,ChargeNet NZ,The Warehouse Ltd,"8 Kilnac Ln, Waipapa 0295, NZ",True,1,False,Unlimited,False,-35.210601,173.919306,DC,4/8/2021 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",False,dd22b4bd-7f10-4881-9e0d-1e1c4d286b64,1683673.90537167,6103214.61603326
175732,Kerikeri,ChargeNet NZ,ChargeNet NZ,"3 Butler Road, Kerikeri 0230, New Zealand",True,1,False,Unlimited,False,-35.228986,173.946827,DC,2/15/2018 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,66b3a38a-7a39-442c-8eb4-05e91e640250,1686159.46891422,6101152.09802752
175733,Paihia,ChargeNet NZ,Job Complete Ltd,"16 Williams Road, Paihia, NZ",True,1,True,Unlimited,False,-35.282895,174.090388,DC,9/14/2021 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,419a2761-eef4-4625-aab4-adafceb7826e,1699158.05842475,6095039.18651841
175734,Kawakawa,ChargeNet NZ,ChargeNet NZ,"4 State Highway 1, Kawakawa 0210, New Zealand",True,1,False,Unlimited,False,-35.379808,174.065521,DC,2/6/2016 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,c3830993-addf-4b6c-9868-43cfa6221980,1696780.99701989,6084315.27180264
175735,Kaikohe,ChargeNet NZ,ChargeNet NZ,"14-18 Marino Place, Kaikohe 0405, NZ",True,1,False,Unlimited,False,-35.407799,173.800554,DC,3/23/2018 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,475cbf7c-b730-4426-ac51-ee06e6e7d2f0,1672688.38155901,6081437.81865093
175736,Opononi,ChargeNet NZ,ChargeNet NZ,"29 State Highway 12, Opononi 0473, NZ",True,1,False,Unlimited,False,-35.50505,173.391141,DC,7/9/2018 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,98e8188b-1c09-47dd-8dfe-fd5dacb8bf36,1635471.65973813,6070876.15198626
175737,Tutukaka,ChargeNet NZ,EV Transport Ltd,"11 Marina Road, Tutukaka 0176, New Zealand",True,1,True,Unlimited,False,-35.609095,174.525645,DC,1/24/2022 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,2604fa86-e249-4d97-b420-a8622005ccab,1738183.44058537,6058335.86989073
175738,Tikipunga,ChargeNet NZ,ChargeNet NZ,"4 Wanaka Street, Whangarei 0112, New Zealand",True,1,False,Unlimited,False,-35.684183,174.321699,DC,2/5/2016 12:00:00 AM,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,8e04ec89-e421-4b8c-b7d8-eb47a15d6aaf,1719598.14655806,6050274.60820483
175739,Whangarei,ChargeNet NZ,ChargeNet NZ,"88 Dent St, Whangarei 0110, NZ",True,1,True,Unlimited,False,-35.725908,174.325382,DC,5/5/2021 12:00:00 AM,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Unknown, Count:1},{DC, 50 kW, Type 2 CCS, Status: Unknown, Count:1}",True,508fe9f7-d74e-463e-a72d-d7f6df2e58a2,1719868.94196561,6045642.03347098
175740,Whangarei,ChargeNet NZ,The Warehouse Ltd,"42 Port Rd, Whangarei 0110, NZ",True,1,False,Unlimited,False,-35.731583,174.330948,DC,3/9/2021 12:00:00 AM,4,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2}",False,da7d97b4-f466-49f0-8fbe-d6bec0fbb17e,1720363.82572708,6045005.75168955
175741,Raumanga,ChargeNet NZ,ChargeNet NZ,"130 Tauroa St, Whangarei 0110, New Zealand",True,1,False,Unlimited,False,-35.750846,174.30856,DC,4/5/2017 12:00:00 AM,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,30b9661f-948e-46ec-b103-8b61393bf11b,1718310.55166318,6042896.35835074
175742,Dargaville,ChargeNet NZ,ChargeNet NZ,"113 Totara Street, Dargaville 0310, New Zealand",True,1,False,Unlimited,False,-35.940285,173.872122,DC,12/1/2015 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,3854993f-dcee-4d1b-9681-b62c14b254d8,1678662.45064576,6022323.37614673
175743,Waipu,ChargeNet NZ,ChargeNet NZ,"36 The Centre, Waipu 0510, New Zealand",True,1,False,Unlimited,False,-35.984141,174.44488,DC,10/21/2021 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,2a0f911b-d61c-4e2b-a7d0-f06fb066c0be,1730253.97946056,6016845.42902937
175744,Mangawhai,ChargeNet NZ,EV Transport Ltd,"6 Molesworth Drive, Mangawhai 0505, New Zealand",True,1,True,Unlimited,False,-36.1248,174.57504,DC,2/1/2022 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,a2dea891-34a2-4dc8-ad52-5c43f7af676e,1741736.10353806,6001060.57368148
175745,Kaiwaka,ChargeNet NZ,ChargeNet NZ,"1 Kaiwaka-Mangawhai Rd, Kaiwaka 0542, New Zealand",True,1,False,Unlimited,False,-36.160955,174.443894,DC,10/29/2015 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,fc1c0bef-dc20-4818-994b-053409fb8276,1729873.99306502,5997233.32437573
