OBJECTID,Name,Operator,Owner,Address,Is 24 Hours,Car Park Count,Has Carpark Cost,Max Time Limit,Has Tourist Attraction,Latitude,Longitude,Current Type,Date First Operational,Number Of Connectors,Connectors List,Has Charging Cost,GlobalID,x,y
175300,YHA MT COOK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"4 Kitchener Dr, Mount Cook National Park 7999, New Zealand",True,1,False,Unlimited,False,-43.73745,170.100913,AC,5/1/2020 12:00:00 AM,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,f1bc0f2c-176e-4d97-a9e4-70a2b783e72c,1366541.2354343,5153202.16415878
175301,YHA TE ANAU,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"29 Mokonui St, Te Anau 9600, New Zealand",True,2,False,Unlimited,False,-45.4147023,167.710591,AC,5/1/2020 12:00:00 AM,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,f68ea2d2-41b8-4288-b16d-586d6c7f4925,1186140.20232806,4957354.95909798
175302,NZ BLOOD SERVICE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"71 Great South Road, Epsom, Auckland 1051",False,4,False,Unlimited,False,-36.8816643029201,174.783985143939,AC,10/12/2019 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False,1f409fdd-6e25-42ee-8829-a21d72bb2a14,1758984.87810837,5916769.11385194
175303,Hampton Downs,WEL Networks Ltd,WEL Networks Ltd,"20 Hampton Downs Road, Hampton Downs",True,2,False,Unlimited,True,-37.3545575081454,175.080300240821,DC,1/1/2018 12:00:00 AM,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,fb96bc24-420c-4c5a-8977-ba1923aa2b87,1784244.72422934,5863764.28987512
175304,Maui Street,WEL Networks Ltd,WEL Networks Ltd,"114 Maui St, Pukete",True,2,False,Unlimited,False,-37.7317137166904,175.222543851019,DC,1/1/2018 12:00:00 AM,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,e987e7de-979c-4907-87e0-3046ce1b53c3,1795854.60367123,5821625.90654976
175305,Claudelands,WEL Networks Ltd,WEL Networks Ltd,"160 Peachgrove Road, Hamilton East",True,3,False,Unlimited,False,-37.7785588433362,175.298786948482,Mixed,1/1/2018 12:00:00 AM,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,7cf67c6f-b681-488a-b829-06988e1b70d6,1802446.40959391,5816265.16867545
175306,Mystery Creek,WEL Networks Ltd,WEL Networks Ltd,"153 Ingram Road, Waitomo Fuel,  Mystery Creek",True,2,False,Unlimited,False,-37.876728596303,175.324548424172,DC,1/1/2018 12:00:00 AM,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,a66ebd34-adb6-4d9a-9642-c9931ac699bd,1804444.23434421,5805314.99519141
175307,Huntly,WEL Networks Ltd,WEL Networks Ltd,"20 Tumate Mahuta Drive, Huntly",True,3,False,Unlimited,False,-37.5647004263661,175.158396850283,Mixed,1/1/2018 12:00:00 AM,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:1}",False,70c35bb1-2c05-4de4-90dc-743ef2166f3a,1790627.80672441,5840290.96994853
175308,Te Kauwhata,WEL Networks Ltd,WEL Networks Ltd,"16 Wayside Road, Te Kauwhata",True,2,False,Unlimited,False,-37.4125665624,175.127487397762,DC,1/1/2018 12:00:00 AM,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,12b7595d-ff18-427e-b20d-ecfbd7f6b9bc,1788279.24730371,5857234.39830623
175309,St James,WEL Networks Ltd,WEL Networks Ltd,"23 Horsham Downs Road, Rototuna",True,3,False,Unlimited,False,-37.7319320139187,175.273583803848,Mixed,1/1/2018 12:00:00 AM,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,3c2ab1b0-8627-4840-a13a-165edbe6aa0b,1800352.33974695,5821493.61654752
175310,Caro Street,WEL Networks Ltd,WEL Networks Ltd,"4 Caro St, Hamilton",True,2,False,Unlimited,False,-37.7883439028825,175.28128105207,DC,1/1/2018 12:00:00 AM,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,a3329edf-10b5-425d-8f88-a6c9b6273a1a,1800878.01585392,5815217.09336834
175311,Rototuna North,WEL Networks Ltd,WEL Networks Ltd,"3 Fergy Place, Rototuna North, Hamilton 3210",True,3,False,Unlimited,False,-37.7224127829775,175.257585760048,Mixed,1/1/2018 12:00:00 AM,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,ddf45593-67b3-4d9f-a18e-a3458a676af3,1798967.85955522,5822584.09051312
175312,Raglan,WEL Networks Ltd,WEL Networks Ltd,"43 Bow St, Raglan",True,2,False,Unlimited,True,-37.8002868100065,174.870311446816,DC,10/19/2023 12:00:00 AM,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,be630c62-9718-4db0-877f-643e0584f763,1764660.01439184,5814695.66287339
175313,Hamilton South,WEL Networks Ltd,WEL Networks Ltd,"58 Anglesea Street, Hamilton",True,3,False,Unlimited,False,-37.7936206972454,175.286377835335,Mixed,1/1/2018 12:00:00 AM,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,d8c755fd-9c9c-46d8-b4b7-297481f92252,1801312.54595599,5814620.55690029
175314,Hamilton North,WEL Networks Ltd,WEL Networks Ltd,"551 Anglesea Street, Hamilton",True,3,False,Unlimited,False,-37.7817206103916,175.274291725517,Mixed,1/1/2018 12:00:00 AM,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,3b8ef531-79ab-473d-b3b3-6bd62225f9a2,1800280.3745951,5815967.08211086
175315,Innovation Park,WEL Networks Ltd,WEL Networks Ltd,"9 Melody Lane, Hamilton East",True,2,False,Unlimited,False,-37.778014543995,175.308828634049,DC,1/1/2018 12:00:00 AM,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,2e47a6b8-a7f2-4c0c-9998-d915106b1584,1803332.35904635,5816303.77163216
175316,Ormiston Town Centre,Todd Property Ormiston Town Centre Limited,Todd Property Ormiston Town Centre Limited,"240 Ormiston road, Flat Bush, Auckland, 2012, New Zealand",True,14,False,Unlimited,False,-36.9648860428412,174.912617279983,AC,3/25/2021 12:00:00 AM,14,"{AC, 32 kW, Type 2 Socketed, Status: Operative, Count:9},{AC, 32 kW, Type 1 Tethered, Status: Operative, Count:4},{AC, 25 kW, Type 2 Socketed, Status: Operative, Count:1}",False,e7e48b41-fcdb-4f5c-bc23-e84895f35a64,1770264.22209193,5907313.69139802
175317,Waikato Innovation Park,Hikotron,Hikotron,"Waikato Innovation Park, 1 Melody Lane, Hamilton East, Hamilton 3216",True,4,False,No Limit,False,-37.7781574798876,175.30805906559,AC,,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,fe3bad94-38e8-44b3-ab2f-6be4f1556ab4,1803264.18433985,5816289.58387701
175318,Te Awamutu Events Centre,Hikotron,Hikotron,"Events Centre Car Park Mahoe Street, Te Awamutu 3800",True,4,False,No Limit,False,-38.0080929,175.3249891,AC,,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,62bf6acc-3eb0-4e83-9eff-d4aa7d79aa29,1804119.06717368,5790736.07549656
175319,Hamilton Electric Vehicles,Hikotron,Hikotron,"Cnr West Street and, Lincoln Street, Frankton, Hamilton 3200",True,2,False,No Limit,False,-37.7881084019164,175.258355890002,AC,,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,4995caa3-0509-4997-b4cc-9f6a73115d95,1798859.70998663,5815292.26127903
175320,Colonial City Motel,Hikotron,Hikotron,"2 Pembroke Lane, Hamilton Lake, Hamilton 3204",True,2,False,No Limit,False,-37.79317,175.280269,AC,,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,d2b2ebac-1027-452d-82cb-bd919428e9e7,1800775.8200961,5814683.71549951
175321,Matangi Factory,Hikotron,Hikotron,"452 Tauwhare Road, Tamahere 3284",True,2,False,No Limit,False,-37.805253,175.39685,AC,,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,adaf933c-ab5a-4ea1-96df-fb6a2d379099,1811007.74973121,5813085.90448274
175322,Cambridge Duke St Carpark,Hikotron,Hikotron,"Duke Street Car Park 88 Alpha Street, Cambridge 3434",True,4,False,No Limit,False,-37.8940045,175.4714022,AC,,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,bd4085e5-c92e-43e2-aee6-88315ebcd6af,1817311.15199166,5803065.66317828
175323,WELLESLEY STREET CARPARK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"125 Wellesley Street West, Auckland 1010",False,9,True,Unlimited,False,-36.8487749421273,174.758129160788,AC,12/20/2022 12:00:00 AM,9,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:6},{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2},{AC, 11 kW, Type 2 Socketed, Status: Operative, Count:1}",False,407d96f5-9b2b-4a70-b849-122a190e21a4,1756747.63818241,5920460.80482582
175324,Z Rolleston,Z Energy,Z Energy,"4 Brookside Road, Rolleston 7614, New Zealand",True,4,False,Unlimited,False,-43.591442,172.3776,DC,5/12/2022 12:00:00 AM,6,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 180 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",True,29cc0ce7-8e2b-4c1b-9837-b086f637a5ae,1549758.44174336,5173315.00662254
175325,Z Moorhouse,Z Energy,Z Energy,"40 Moorhouse Avenue, Half Moon Bay, Christchurch 8011, New Zealand",True,2,False,Unlimited,False,-43.540028,172.62218,DC,11/23/2022 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,e063898a-d9db-44e4-9c88-d4add64e340f,1569475.57040222,5179143.84306227
175326,Z Botany Downs,Z Energy,Z Energy,"550 Te Irirangi Drive, Botany Downs, Auckland 2013, New Zealand",True,2,False,Unlimited,False,-36.93105,174.91133,DC,12/1/2022 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,aaa9cfb6-5fed-4457-ba97-1e4b8cccab56,1770224.918813,5911070.08594677
175327,Z Turangi,Z Energy,Z Energy,"Cnr State Highway One and, Pihanga Rd, Turangi 3334, New Zealand",True,2,False,Unlimited,False,-38.990505,175.81082,DC,10/27/2022 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,e51b5aab-de74-40bf-8a73-c5ef27f89502,1843446.90403198,5680518.18037729
175328,Z Petone,Z Energy,Z Energy,"Cnr Jackson Street and Hutt Road, Petone, Wellington 5012, New Zealand",True,2,False,Unlimited,False,-41.222412,174.86925,DC,12/8/2022 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,12c1d7b8-d1cf-4de0-ad80-fab915bcabf1,1756680.85584458,5434868.05205336
175329,Z Beach Road,Z Energy,Z Energy,"150 Beach Road, Parnell, Auckland 1010, New Zealand",True,2,False,Unlimited,False,-36.849667,174.77455,DC,10/28/2022 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,3b6105f1-d0da-468e-b300-d62fa136b2a0,1758209.94647466,5920334.75725677
175330,Z Vivian Street,Z Energy,Z Energy,"174 Vivian Street, Te Aro, Wellington 6011, New Zealand",True,2,False,Unlimited,False,-41.29433,174.77408,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,bf66380d-6cc4-441b-b5a0-d8dbada770be,1748540.25352215,5427050.80643644
175331,Z Remutaka,Z Energy,Z Energy,"1193 Fergusson Drive, North, Upper Hutt 5018, New Zealand",True,2,False,Unlimited,False,-41.1088938048998,175.09734600097,DC,11/30/2022 12:00:00 AM,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,48ae112d-fb8c-42d1-ba3d-82f4cc169125,1776104.78920267,5447034.83365529
175332,Z Rotokauri,Z Energy,Z Energy,"387 Wairere Drive, Burbush, Hamilton 3288, New Zealand",True,4,False,Unlimited,False,-37.7542925259544,175.230640477867,DC,12/6/2022 12:00:00 AM,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,55eb4daa-dbb7-41ca-95b7-f0d69b560f8a,1796508.44418057,5819103.39126429
175333,Z Bethlehem,Z Energy,Z Energy,"253B State Highway 2, Bethlehem, Tauranga 3110, New Zealand",True,2,False,Unlimited,False,-37.6960080355836,176.107002452853,DC,5/12/2023 12:00:00 AM,2,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,b734be74-d412-4ee5-b1e0-b9ce0b77415c,1873942.87687107,5823368.34460577
175334,Z Warkworth,Z Energy,Z Energy,"1 Hudson Road, Warkworth, Auckland, 0910, New Zealand",True,4,False,Unlimited,False,-36.3924156920627,174.651296943968,DC,4/18/2023 12:00:00 AM,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,ec27889f-fcf5-415d-bcfc-b6863761276e,1748092.77667737,5971259.11513445
175335,Z Te Kuiti,Z Energy,Z Energy,"76 Te Kumi Road, Te Kuiti 3910, New Zealand",True,3,False,Unlimited,False,-38.3239195079783,175.152670531346,DC,5/19/2023 12:00:00 AM,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,7ed3d607-0fda-4ca2-bfff-dd1fd84b77e5,1788174.70123129,5756051.80382275
175336,Z Kumeu,Z Energy,Z Energy,"134-152 Main Road, Kumeu, Auckland 0810, New Zealand",True,4,False,Unlimited,False,-36.7742645462324,174.552272340274,DC,5/15/2023 12:00:00 AM,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,4eb65233-6da6-40d1-bbf1-b43da417fc0c,1738527.14756623,5929045.16531815
175337,Mercer Service Station,Counties Energy,Counties Energy,"Mercer Service Centre, Mercer 2474",True,3,False,Unlimited,False,-37.2781760994634,175.046080125994,DC,10/3/2022 12:00:00 AM,4,"{DC, 180 kW, CHAdeMO, Status: Operative, Count:1},{DC, 24 kW, Type 1 CCS, Status: Operative, Count:1},{DC, 24 kW, CHAdeMO, Status: Operative, Count:1},{DC, 180 kW, Type 1 CCS, Status: Operative, Count:1}",True,b6be58ec-9ea6-4fe5-89c6-faf9b0940e42,1781397.1781377,5872305.68060124
175338,Moore Wilson's - Porirua,Thundergrid Ltd,Thundergrid Ltd,"65 Kenepuru Drive, Porirua 5022",True,1,True,None,False,-41.14883782,174.8371254,DC,1/17/2021 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,94efcd92-23fe-42ce-969d-bfbf9b56d487,1754160.56714021,5443093.72912565
175339,Moore Wilson's - Masterton,Thundergrid Ltd,Thundergrid Ltd,"120 Dixon Street, Masterton 5810",True,2,False,None,False,-40.95304511,175.6572847,DC,2/21/2023 12:00:00 AM,2,"{DC, 68 kW, CHAdeMO, Status: Operative, Count:1},{DC, 68 kW, Type 2 CCS, Status: Operative, Count:1}",True,872b979a-f294-4f72-9e45-b05ebe6979e2,1823651.67596021,5463054.73086604
175340,Sustainability Trust - Wellington,Thundergrid Ltd,Thundergrid Ltd,"2 Forresters Lane, Te Aro, Wellington 6011",True,1,True,None,False,-41.29427436,174.7815621,AC,8/16/2022 12:00:00 AM,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,4e8f0a2e-181a-4a4f-98ee-5b57b322e29e,1749166.86830861,5427044.15111417
175341,CHRISTCHURCH ADVENTURE PARK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"250 Dyers Pass Road, 8022 Cashmere",False,1,False,Unlimited,False,-43.59049,172.630201,AC,8/15/2019 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False,321a4a36-e67b-4732-8672-b6612e810917,1570148.52377338,5173542.47426307
175342,PUKAHA NATIONAL WILDLIFE CENTRE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"85379 State Highway 2, 5881 Manawatu-Wanganui",True,1,False,Unlimited,False,-40.7210980172847,175.639738426057,AC,5/29/2020 12:00:00 AM,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",False,e79711d9-28ae-41a9-83f3-854d78f2d932,1822951.10785105,5488851.11353299
175343,TIMARU AIRPORT,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"186 Falvey Road, 7975 Levels",True,1,False,Unlimited,False,-44.303657,171.225107,AC,10/7/2020 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,9aea5838-98b2-4cf4-b497-d20d04d620ec,1458426.71146116,5092867.90413983
175344,THE TANNERY,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"3 Garlands Road, 8023 Woolston",True,1,False,240,False,-43.557139,172.680089,AC,10/9/2020 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False,59208270-b81a-46a4-b289-68dcff33d3c7,1574161.40562054,5177263.13484961
175345,TOWER JUNCTION SHOPPING MALL - ALE HOUSE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"0 Whiteleigh Avenue, 8011 Canterbury",True,1,False,180,False,-43.540331,172.604632,AC,8/26/2020 12:00:00 AM,2,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2}",True,44028c60-7590-4d92-b37d-7cebfdcf72d0,1568058.00994266,5179103.60255984
175346,TOWER JUNCTION SHOPPING MALL - EZIBUY ,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"66H Clarence Street, 8011 Addington",True,1,False,180,False,-43.5391554941684,172.607486613368,AC,8/26/2020 12:00:00 AM,2,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2}",True,49dd108f-cf90-48ba-908a-9f9a21b33f28,1568288.01976592,5179235.24534844
175347,VICTORIA PARK & RANGIORA LIBRARY,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"131 Percival Street, 7400 Rangiora",True,1,False,120,False,-43.30485776,172.5933352,AC,12/22/2020 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,180a2a86-77d3-48c1-b566-852444033e0c,1567017.74947094,5205250.08143589
175348,"WHITIREIA COMMUNITY POLYTECHNIC, PORIRUA CAMPUS",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"3 Wi Neera Drive, 5022 Wellington",False,1,False,120,False,-41.1264682454839,174.837513148195,AC,5/14/2021 12:00:00 AM,2,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2}",True,22481fc5-f8cc-4a56-a33e-dfe475bda0e1,1754245.52129713,5445576.51091428
175349,OROUA STREET EASTBOURNE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"11 Oroua Street, Eastbourne 5013",True,1,False,120,False,-41.2905555168132,174.89704031156,AC,5/13/2021 12:00:00 AM,2,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2}",True,518922d5-7045-4aa7-bf32-fe9b9ffc50fd,1758845.11595472,5427252.11645914
175350,WILLIAMS PARK EASTBOURNE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"611 Marine Drive, Wellington 5013",True,1,False,120,False,-41.2806543677567,174.907312676844,AC,5/13/2021 12:00:00 AM,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,ae213169-875a-45db-b4eb-f10e79e74ea8,1759729.4482344,5428332.52121959
175351,HANMER SPRINGS THERMAL POOLS AND SPA - CAR PARK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"1 Jack Pass Road, 7334 Hanmer Springs",True,1,False,240,False,-42.52231104,172.8283791,AC,9/7/2020 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,0c8db61b-4766-4202-9511-632b4ddbc54e,1585903.58696431,5292215.2605072
175352,WELLESLEY STREET CARPARK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"125 Wellesley Street West, 1010 Auckland",False,1,False,Unlimited,False,-36.8487749421273,174.758129160788,AC,7/20/2021 12:00:00 AM,4,"{AC, 14 kW, Type 2 Socketed, Status: Operative, Count:4}",True,a867171b-0a17-4798-bc90-2604c9176ac1,1756747.63818241,5920460.80482582
175353,THE RISE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"490 Titirangi Road, 0604 Auckland",True,1,False,90,False,-36.93801979,174.6561285,AC,7/29/2021 12:00:00 AM,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False,61aede4f-c822-4b35-a8cf-460514b2e2c6,1747481.07681967,5910722.15100709
175354,SILKY OTTER - WIGRAM SKIES,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"82 The Runway, 8042 Wigram",True,1,False,180,False,-43.55310269,172.5562826,AC,7/21/2021 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False,0d513494-9a54-4f4a-a344-30791b3315df,1564159.40040477,5177665.48610768
175355,KAIAPOI LIBRARY AND SERVICE CENTRE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"127 Raven Quay, 7630 Kaiapoi",True,1,False,120,False,-43.38363038,172.6576248,AC,9/7/2021 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,fba8bcfb-17c3-41c2-88fc-e5327f82237d,1572267.79540722,5196525.35545495
175356,LES MILLS - CHRISTCHURCH,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"1 Madras Street, 8011 Christchurch Central City",False,1,False,120,False,-43.53300448,172.6418037,AC,9/17/2021 12:00:00 AM,2,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2}",True,23a42362-aa6c-460e-9c80-f0b603bf7fb8,1571057.62947183,5179930.8820727
175357,OPUKE THERMAL POOLS & SPA,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"47 Mount Hutt Station Road, 7782 Methven",True,1,False,Unlimited,False,-43.623545,171.647953,AC,11/30/2021 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False,31f99efa-2a86-445e-93c9-a9e770be35b9,1490917.29310618,5169049.76228509
175358,SEAVIEW MARINA,MERIDIAN ENERGY LIMITED,HUTT CITY COUNCIL,"100 Port Road, 5010 Seaview",True,1,False,Unlimited,False,-41.2477640712882,174.903188805181,Mixed,12/20/2021 12:00:00 AM,12,"{AC, 14 kW, Type 2 Socketed, Status: Operative, Count:8},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2}",True,edbf27f2-ec73-42d2-b45e-19a47ae43fff,1759464.10137587,5431991.66972942
175359,PIC'S PEANUT BUTTER FACTORY,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"49 Saxton Road, 7011 Nelso",True,1,False,Unlimited,False,-41.32294784,173.2142306,Mixed,12/23/2021 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",False,db1962dc-795a-4e59-81ac-e884629146b5,1617928.89818593,5425369.52394828
175360,CANTERBURY TENNIS,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"110 Woodham Road, 8062 Christchurch",True,1,False,Unlimited,False,-43.5245997723138,172.668024298479,AC,5/26/2022 12:00:00 AM,6,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:6}",True,0c9e9386-69c8-4003-82f4-5abc55aa7969,1573172.5383254,5180873.0870557
175361,SKYCITY HAMILTON,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"346 Victoria Street, 3204 Hamilton",True,1,False,Unlimited,False,-37.7870252650637,175.283990731096,AC,7/8/2022 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,70c897dc-f5f3-441a-b824-557a96933c8f,1801120.22426857,5815357.59442821
175362,STADIUM SOUTHLAND,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"36 Surrey Park Road, 9810 Invercargill",True,1,False,120,False,-36.84877494,174.7581292,AC,4/5/2022 12:00:00 AM,8,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:8}",True,5951a411-82b9-45ac-9ee3-3e8fe987ef69,1756747.64168305,5920460.80499748
175363,RICOH SPORTS CENTRE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"237 Taita Drive, 5011 Lower Hutt",True,1,False,180,False,-41.18470134,174.9491019,AC,4/29/2022 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,6ceeef79-c4ad-4c56-b113-0c7bf709ff5c,1763468.2497402,5438907.73286018
